total_sediment_thick,seafloor_age,conv_rate,subducting_abs_rate,conv_ortho
50.0,5.13,1.21,1.22,0.22
51.72,6.35,1.29,-1.2,0.61
51.72,6.35,1.27,-1.2,0.57
56.34,9.47,1.37,-1.21,0.76
56.34,9.47,1.33,-1.2,0.69
56.34,9.47,1.33,-1.2,0.69
65.05,15.2,1.43,-1.22,0.87
56.34,9.47,1.39,-1.21,0.8
146.6,82.94,1.58,-1.25,1.1
65.05,15.2,1.56,-1.25,1.06
65.05,15.2,1.56,-1.25,1.06
65.05,15.2,1.48,-1.23,0.95
146.6,82.94,1.58,-1.25,1.1
47.5,4.49,14.76,-14.43,13.67
50.97,5.83,-1.21,1.28,-0.33
45.11,1.76,14.85,-14.64,14.31
44.67,1.45,14.83,-14.6,14.73
44.67,1.45,14.83,-14.59,14.72
71.09,7.55,14.98,-15.06,14.83
46.14,2.31,14.93,-14.9,13.95
71.09,7.55,14.98,-15.08,14.96
45.79,2.31,14.93,-14.89,14.5
45.79,2.31,14.93,-14.89,14.5
71.09,7.55,14.98,-15.09,14.96
45.79,2.31,14.93,-14.89,14.5
45.79,2.31,14.93,-14.89,14.5
45.52,2.04,14.88,-14.74,14.37
45.52,2.04,14.88,-14.74,14.37
45.79,2.31,14.91,-14.82,14.4
45.52,2.04,14.88,-14.74,14.37
45.79,2.31,14.91,-14.82,14.4
45.52,2.04,14.88,-14.74,14.37
50.97,5.83,-1.21,1.28,-0.33
44.67,1.45,14.83,-14.6,14.73
47.5,4.49,-1.22,1.31,-0.16
50.0,5.13,1.2,1.22,0.18
50.0,5.13,1.19,1.23,0.14
45.52,2.04,14.88,-14.74,14.37
45.11,1.76,14.85,-14.64,14.31
50.0,5.13,1.21,1.21,0.26
44.67,1.45,14.83,-14.6,14.73
44.67,1.45,14.83,-14.6,14.73
47.5,4.49,-1.22,1.31,-0.16
158.22,30.67,14.93,-15.65,8.94
103.69,13.09,15.0,-15.46,14.7
71.09,7.55,14.98,-15.1,14.72
87.0,9.97,15.0,-15.21,14.36
87.0,9.97,15.0,-15.21,14.36
100.02,10.66,15.01,-15.42,14.71
87.0,9.97,15.0,-15.21,14.36
87.0,9.97,15.0,-15.21,14.36
71.09,7.55,14.99,-15.13,14.27
82.76,9.28,14.99,-15.17,13.94
71.09,7.55,14.98,-15.1,14.72
71.09,7.55,14.98,-15.1,14.72
71.09,7.55,14.98,-15.1,14.72
87.0,9.97,15.0,-15.21,14.36
82.76,9.28,15.0,-15.18,13.94
71.09,7.55,14.99,-15.13,14.27
144.59,74.35,1.95,-1.34,1.37
146.39,78.1,1.74,-1.28,1.06
145.02,76.63,1.81,-1.3,1.17
144.59,74.35,1.98,-1.35,1.41
143.87,73.62,3.03,-2.08,2.96
160.53,108.12,4.97,-2.57,2.8
130.23,58.71,7.08,-4.94,6.74
137.77,65.24,4.65,-3.23,4.59
137.82,65.5,5.53,-3.84,3.47
160.58,108.86,4.85,-2.51,3.46
158.8,105.66,4.94,2.56,1.87
146.44,85.88,5.53,-3.17,5.09
141.25,70.72,3.79,-2.62,3.73
137.77,65.24,4.99,-3.46,4.18
136.31,65.5,5.25,-3.65,3.79
136.31,65.24,5.08,-3.53,4.29
131.88,61.19,6.6,-4.59,5.71
135.7,64.23,6.05,-4.2,4.23
137.82,65.5,5.55,-3.86,1.79
141.37,74.38,2.28,-1.55,2.28
50.11,5.32,1.79,-1.2,1.78
141.37,74.38,2.32,-1.58,2.23
78.02,6.82,14.41,-14.52,14.41
63.07,3.11,13.89,-13.71,12.66
160.58,108.86,4.85,-2.51,3.46
158.8,105.66,4.93,-2.56,4.26
158.8,105.66,4.94,2.56,1.87
160.58,108.86,4.85,-2.51,3.46
160.58,108.86,4.85,-2.51,3.46
159.97,107.57,5.03,-2.6,2.77
158.8,105.66,4.94,2.56,1.87
160.58,108.86,4.85,-2.51,3.46
160.58,108.86,4.81,-2.47,4.38
160.53,108.12,4.98,2.57,1.74
158.8,105.66,4.94,2.56,1.87
158.18,103.63,5.32,-2.9,4.44
158.18,103.63,5.22,-2.77,4.08
131.75,63.32,7.41,-5.17,7.09
130.23,58.71,7.28,-5.08,6.95
146.44,85.88,5.55,-3.2,5.11
137.82,66.58,5.64,-3.92,3.63
141.94,71.66,3.43,-2.36,3.43
141.25,70.72,3.55,-2.45,3.55
141.25,70.72,3.79,-2.62,3.73
138.84,67.74,4.2,-2.9,4.14
137.77,66.49,4.55,-3.15,4.48
138.84,67.74,4.2,-2.9,4.14
137.77,65.24,4.69,-3.25,4.23
137.77,65.24,4.99,-3.46,4.18
137.77,65.24,4.75,-3.3,4.3
136.31,65.24,5.11,-3.55,4.33
136.31,65.5,5.35,-3.71,3.17
136.31,65.5,5.28,-3.67,3.05
136.31,65.24,5.14,-3.57,3.63
137.77,65.24,4.89,-3.39,4.73
146.44,85.88,5.52,-3.15,5.07
131.88,61.19,6.79,-4.73,5.93
130.23,58.71,7.18,-5.01,6.85
133.7,62.72,6.37,-4.43,5.45
131.88,61.19,6.53,-4.55,5.64
137.15,65.82,5.77,-4.01,3.81
135.7,64.23,5.94,-4.13,4.08
137.82,65.5,5.46,-3.79,3.36
137.82,65.5,5.53,-3.84,3.47
133.7,62.72,6.37,-4.43,5.45
135.7,64.23,5.87,-4.08,3.96
135.7,64.23,5.99,-4.17,4.15
54.37,8.21,1.87,-1.26,1.87
141.37,77.11,2.61,-1.78,2.53
141.25,70.72,4.0,-2.76,3.94
138.84,67.74,4.36,-3.02,4.3
142.58,72.6,3.31,-2.28,3.31
141.25,70.72,3.63,-2.5,3.63
141.37,74.38,2.32,-1.58,2.23
141.37,75.36,2.69,-1.84,2.62
48.45,4.14,1.5,-1.0,1.48
62.62,13.61,2.07,-1.41,2.07
62.62,13.61,2.2,-1.49,2.2
63.07,3.11,13.91,-13.74,12.59
45.35,2.49,13.64,-13.34,11.63
78.02,6.82,14.43,-14.56,14.38
50.53,3.34,14.06,-13.97,12.88
47.71,3.56,14.1,-14.03,12.92
45.35,2.49,1.11,-0.73,1.07
63.07,3.11,13.87,-13.68,12.64
45.35,2.49,1.11,-0.73,1.07
106.29,12.74,14.86,-15.28,14.07
83.27,9.25,14.5,-14.66,13.04
92.23,11.67,14.59,-14.81,13.24
78.02,6.82,14.48,-14.63,13.02
141.37,75.36,2.78,-1.9,2.7
160.58,108.86,4.85,-2.5,4.42
160.58,108.86,4.85,-2.51,3.46
160.58,108.86,4.85,-2.5,4.42
160.58,108.86,4.85,-2.51,3.46
160.58,108.86,4.86,2.51,1.76
160.58,108.86,4.85,-2.51,3.46
158.8,105.66,4.94,2.56,1.87
158.8,105.66,4.94,2.56,1.87
158.8,105.66,4.94,2.56,1.87
158.8,105.66,4.94,2.56,1.87
160.58,108.86,4.86,2.51,1.76
158.8,105.66,4.94,2.56,1.87
160.58,108.86,4.85,-2.51,3.46
160.58,108.86,4.85,-2.51,3.46
160.58,108.86,4.85,-2.51,3.46
160.58,108.86,4.85,-2.51,3.46
160.53,108.12,4.98,2.57,1.74
158.8,105.66,4.94,2.56,1.87
160.53,108.12,4.97,-2.57,2.8
160.58,108.86,4.86,2.51,1.76
158.8,105.66,4.94,2.56,1.87
160.58,108.86,4.85,-2.51,3.46
160.58,108.86,4.85,-2.51,3.46
160.58,108.86,4.81,-2.47,4.38
160.58,108.86,4.85,-2.5,4.42
265.73,58.96,3.26,-3.07,2.03
160.58,108.86,4.85,-2.5,4.42
158.8,105.66,4.94,2.56,1.87
158.8,105.66,4.94,2.56,1.87
160.53,108.12,4.98,2.57,1.74
158.8,105.66,4.94,2.56,1.87
159.97,107.57,5.03,-2.6,2.77
160.53,108.12,4.97,-2.57,2.8
158.18,103.63,5.11,-2.66,3.13
159.97,107.57,5.03,-2.6,2.77
158.18,103.63,5.16,-2.71,3.82
146.44,85.88,5.44,-3.05,4.87
146.44,85.88,5.44,-3.05,4.87
158.18,103.63,5.23,-2.79,3.96
139.03,73.14,7.87,-5.5,7.72
139.03,73.14,7.91,-5.53,7.76
142.82,85.88,5.57,-3.22,5.12
130.23,58.71,7.25,-5.06,6.92
130.23,58.71,7.18,-5.01,6.85
130.23,58.71,7.38,-5.15,7.06
142.82,85.88,7.94,-5.55,7.79
146.44,85.88,5.55,-3.2,5.11
139.03,73.14,7.91,-5.53,7.76
146.44,85.88,5.49,-3.11,5.07
146.44,85.88,5.48,-3.1,5.1
131.88,61.19,6.85,-4.77,6.01
130.23,58.71,7.11,-4.96,6.78
130.23,58.71,7.28,-5.08,6.95
131.75,63.32,7.51,-5.25,7.2
137.82,65.5,5.48,-3.81,3.4
137.82,65.5,5.55,-3.86,1.79
141.25,70.72,3.63,-2.5,3.63
142.58,72.6,3.27,-2.25,3.27
142.58,72.6,3.31,-2.28,3.31
141.94,71.66,3.51,-2.42,3.51
141.25,70.72,3.67,-2.53,3.61
141.25,70.72,3.79,-2.62,3.73
141.25,70.72,3.63,-2.5,3.63
141.25,70.72,4.0,-2.76,3.94
138.84,67.74,4.2,-2.9,4.14
141.25,70.72,4.0,-2.76,3.94
137.77,66.49,4.44,-3.07,4.37
137.77,66.49,4.58,-3.18,4.52
138.84,67.74,4.36,-3.02,4.3
137.77,66.49,4.55,-3.15,4.48
138.84,67.74,4.36,-3.02,4.3
138.84,67.74,4.36,-3.02,4.3
141.25,70.72,4.0,-2.76,3.94
141.25,70.72,4.16,-2.88,4.1
137.77,65.24,4.65,-3.23,4.59
137.77,65.24,4.72,-3.27,4.27
137.77,65.24,4.65,-3.23,4.59
137.77,65.24,4.95,-3.44,4.8
137.77,65.24,4.99,-3.46,4.18
137.77,65.24,4.95,-3.44,4.8
137.77,65.24,5.02,-3.48,4.22
137.77,65.24,4.95,-3.44,4.8
137.77,65.24,4.95,-3.44,4.8
137.77,65.24,5.02,-3.48,4.22
136.31,65.24,5.14,-3.57,3.63
136.31,65.5,5.28,-3.67,3.05
136.31,65.5,5.28,-3.67,3.05
136.31,65.5,5.25,-3.65,3.79
137.82,65.5,5.44,-3.78,3.32
137.82,65.5,5.39,-3.74,3.24
136.31,65.5,5.3,-3.68,3.09
136.31,65.24,5.17,-3.59,3.67
136.31,65.24,5.14,-3.57,3.63
136.31,65.5,5.25,-3.65,3.79
136.31,65.24,5.08,-3.53,4.29
136.31,65.24,5.14,-3.57,3.63
136.31,65.24,5.11,-3.55,4.33
137.77,65.24,4.69,-3.25,4.23
137.77,65.24,4.65,-3.23,4.59
137.77,65.24,4.99,-3.46,4.18
137.77,65.24,4.79,-3.32,4.34
136.31,65.5,5.35,-3.71,3.17
159.97,107.57,5.06,-2.62,2.83
146.44,85.88,5.52,-3.15,5.07
146.44,85.88,5.42,-3.03,4.94
146.44,85.88,5.52,-3.15,5.07
158.18,103.63,5.23,-2.79,3.96
130.23,58.71,7.28,-5.08,6.95
142.82,85.88,7.97,-5.57,7.82
131.88,61.19,6.85,-4.77,6.01
130.23,58.71,7.11,-4.96,6.78
131.88,61.19,6.69,-4.66,5.82
131.88,61.19,6.79,-4.73,5.93
130.77,59.56,6.88,-4.8,6.04
130.23,58.71,7.28,-5.08,6.95
130.23,58.71,7.28,-5.08,6.95
131.88,61.19,6.66,-4.64,5.79
131.88,61.19,6.79,-4.73,5.93
131.88,61.19,6.53,-4.55,5.64
133.7,62.72,6.28,-4.37,5.34
133.7,62.72,6.37,-4.43,5.45
133.7,62.72,6.47,-4.5,5.57
137.15,65.82,5.79,-4.02,3.85
137.82,65.5,5.55,-3.86,1.79
137.82,66.58,5.72,-3.97,3.74
135.7,64.23,5.92,-4.11,4.04
135.7,64.23,5.99,-4.17,4.15
135.7,64.23,5.87,-4.08,3.96
135.7,64.23,6.1,-4.24,4.3
137.82,65.5,5.51,-3.83,3.43
137.82,65.5,5.53,-3.84,3.47
136.31,65.5,5.32,-3.7,3.13
137.82,65.5,5.39,-3.74,3.24
137.82,65.5,5.53,-3.84,3.47
137.82,65.5,5.55,-3.86,1.79
137.82,65.5,5.53,-3.84,3.47
131.88,61.19,6.69,-4.66,5.82
133.7,62.72,6.28,-4.37,5.34
133.7,62.72,6.47,-4.5,5.57
133.7,62.72,6.47,-4.5,5.57
131.88,61.19,6.56,-4.57,5.68
137.15,65.82,5.79,-4.02,3.85
135.7,64.23,5.97,-4.15,4.11
137.82,65.5,5.55,-3.86,1.79
137.15,65.82,5.79,-4.02,3.85
137.82,66.58,5.72,-3.97,3.74
137.15,65.82,5.79,-4.02,3.85
133.7,62.72,6.4,-4.46,5.49
135.7,64.23,5.99,-4.17,4.15
135.7,64.23,5.92,-4.11,4.04
133.7,62.72,6.28,-4.37,5.34
62.62,13.61,2.07,-1.41,2.07
141.37,74.38,2.44,-1.67,2.36
141.37,77.11,2.57,-1.75,2.49
141.37,75.36,2.82,-1.93,2.74
143.87,73.62,2.94,-2.02,2.87
141.37,75.36,2.78,-1.9,2.7
137.77,65.24,4.69,-3.25,4.23
137.77,65.24,4.95,-3.44,4.8
137.77,65.24,4.65,-3.23,4.59
137.77,65.24,4.65,-3.23,4.59
138.84,67.74,4.32,-2.99,4.26
137.77,66.49,4.51,-3.12,4.45
141.25,70.72,3.92,-2.71,3.86
141.25,70.72,4.12,-2.85,4.06
141.25,70.72,4.16,-2.88,4.1
141.25,70.72,3.63,-2.5,3.63
141.25,70.72,3.71,-2.56,3.65
143.87,73.62,3.07,-2.11,3.0
141.94,71.66,3.43,-2.36,3.43
141.94,71.66,3.43,-2.36,3.43
141.25,70.72,3.63,-2.5,3.63
141.94,71.66,3.51,-2.42,3.51
141.25,70.72,3.75,-2.59,3.69
141.25,70.72,3.67,-2.53,3.61
141.37,77.11,2.65,-1.81,2.57
141.37,75.36,2.86,-1.96,2.79
141.37,74.38,2.28,-1.55,2.28
141.37,74.38,2.44,-1.67,2.36
141.37,74.38,2.32,-1.58,2.23
141.37,74.38,2.44,-1.67,2.36
141.37,74.38,2.44,-1.67,2.36
54.37,8.21,1.95,-1.32,1.95
62.62,13.61,2.2,-1.49,2.2
48.45,4.14,1.46,-0.97,1.44
50.11,5.32,1.74,-1.17,1.74
50.11,5.32,1.58,-1.06,1.56
54.37,8.21,1.87,-1.26,1.87
54.37,8.21,1.83,-1.23,1.83
54.37,8.21,1.83,-1.23,1.83
62.62,13.61,2.07,-1.41,2.07
54.37,8.21,1.99,-1.35,1.99
141.37,74.38,2.28,-1.55,2.28
141.37,74.38,2.28,-1.55,2.28
141.37,74.38,2.28,-1.55,2.28
62.62,13.61,2.07,-1.41,2.07
141.37,74.38,2.28,-1.55,2.28
45.35,2.49,13.67,-13.37,11.66
49.52,4.87,1.14,-0.75,1.02
63.07,3.11,13.91,-13.74,12.59
46.73,2.87,13.85,-13.65,13.34
46.73,2.87,13.83,-13.62,13.31
67.98,2.78,14.37,-14.45,14.32
47.71,3.56,14.18,-14.16,13.13
78.02,6.82,14.43,-14.56,14.38
47.71,3.56,14.18,-14.16,13.13
47.71,3.56,14.18,-14.16,13.13
78.02,6.82,14.43,-14.56,14.38
47.71,3.56,14.18,-14.16,13.13
47.71,3.56,14.18,-14.16,13.13
50.53,3.34,13.99,-13.86,13.05
50.53,3.34,14.01,-13.88,12.82
47.71,3.56,14.1,-14.03,12.92
50.53,3.34,14.03,-13.91,12.84
47.71,3.56,14.12,-14.06,12.96
50.53,3.34,14.01,-13.88,12.82
49.52,4.87,1.14,-0.75,1.02
46.73,2.87,13.85,-13.65,13.34
45.35,2.49,1.11,-0.73,1.07
48.45,4.14,1.42,-0.94,1.4
48.45,4.14,1.38,-0.92,1.36
50.53,3.34,13.99,-13.86,13.05
63.07,3.11,13.87,-13.68,12.64
48.45,4.14,1.46,-0.97,1.44
46.73,2.87,13.85,-13.65,13.34
46.73,2.87,13.85,-13.65,13.34
45.35,2.49,1.11,-0.73,1.07
141.94,42.59,15.23,-15.96,10.67
111.49,15.24,14.92,-15.38,14.13
78.02,6.82,14.45,-14.58,13.67
92.23,11.67,14.59,-14.81,13.24
92.23,11.67,14.59,-14.81,13.24
106.29,12.74,14.86,-15.28,14.07
92.23,11.67,14.59,-14.81,13.24
92.23,11.67,14.59,-14.81,13.24
78.02,6.82,14.46,-14.6,13.68
83.27,9.25,14.53,-14.71,12.63
78.02,6.82,14.45,-14.58,13.67
78.02,6.82,14.45,-14.58,13.67
78.02,6.82,14.45,-14.58,13.67
83.27,9.25,14.57,-14.78,13.23
83.27,9.25,14.53,-14.71,12.63
78.02,6.82,14.48,-14.63,13.02
141.37,73.62,2.9,-1.99,2.83
141.37,77.11,2.57,-1.75,2.49
141.37,75.36,2.73,-1.87,2.66
143.87,73.62,2.98,-2.05,2.92
143.33,72.57,3.76,-2.88,3.7
158.69,105.26,3.53,1.45,1.89
129.64,56.82,8.01,-5.91,7.89
136.89,65.5,5.28,-3.93,5.25
134.38,63.34,6.35,-4.71,4.94
160.46,108.39,3.47,1.49,2.4
158.69,105.26,3.52,1.47,1.22
142.56,86.02,3.83,-1.6,3.44
139.72,69.75,4.54,-3.42,4.49
135.75,64.24,5.7,-4.23,5.41
134.38,63.34,6.01,-4.45,5.18
135.75,64.24,5.81,-4.31,5.51
130.85,60.64,7.55,-5.58,7.04
134.65,63.11,6.97,-5.17,5.67
134.38,63.34,6.38,-4.73,3.27
56.12,51.12,3.01,-2.37,2.66
48.26,4.04,2.55,-2.08,2.12
56.12,51.12,3.05,-2.4,2.97
76.67,5.99,14.39,-14.51,14.39
59.53,4.21,13.88,-13.7,12.63
160.46,108.39,3.47,1.49,2.4
158.69,105.26,3.51,-1.47,2.98
158.69,105.26,3.52,1.47,1.22
160.46,108.39,3.47,1.49,2.4
160.46,108.39,3.47,1.49,2.4
159.69,103.97,3.57,1.41,1.87
158.69,105.26,3.52,1.47,1.22
160.46,108.39,3.47,1.49,2.4
160.46,108.39,3.45,-1.48,3.1
160.39,107.54,3.54,1.45,1.12
158.69,105.26,3.52,1.47,1.22
158.1,97.75,3.69,-1.43,2.66
158.1,97.75,3.67,-1.42,2.66
130.53,59.74,8.37,-6.16,8.26
130.53,59.74,8.24,-6.07,8.13
142.56,86.02,3.84,-1.61,3.45
136.89,65.52,6.51,-4.83,5.09
141.22,70.7,4.15,-3.15,3.94
140.49,69.75,4.27,-3.23,4.06
139.72,69.75,4.5,-3.39,4.45
139.72,66.75,4.94,-3.7,4.9
136.89,65.5,5.28,-3.93,5.25
139.72,66.75,4.9,-3.67,4.86
135.75,64.24,5.39,-4.01,5.31
135.75,64.24,5.7,-4.23,5.41
135.75,64.24,5.46,-4.06,5.38
135.75,64.24,5.84,-4.33,5.55
134.38,63.34,6.13,-4.54,4.64
134.38,63.34,6.04,-4.48,4.53
135.75,64.24,5.87,-4.35,5.02
135.75,64.24,5.6,-4.16,5.6
142.56,86.02,3.82,-1.58,3.44
130.19,59.1,7.68,-5.68,7.18
129.64,56.82,8.14,-6.0,8.03
132.54,60.64,7.32,-5.42,6.79
130.85,60.64,7.49,-5.54,6.97
136.17,63.77,6.65,-4.93,5.28
134.65,63.77,6.86,-5.08,5.53
134.38,63.34,6.24,-4.62,4.79
134.38,63.34,6.35,-4.71,4.94
132.54,60.64,7.35,-5.44,6.83
134.65,63.77,6.77,-5.02,5.42
134.65,63.77,6.91,-5.12,5.6
51.49,6.29,2.66,-2.14,2.25
108.02,51.12,3.34,-2.6,3.27
139.72,69.75,4.66,-3.5,4.62
139.72,66.75,5.06,-3.78,5.02
141.22,70.7,4.08,-3.1,3.86
140.49,69.75,4.34,-3.28,4.14
56.12,51.12,3.05,-2.4,2.97
108.02,51.12,3.39,-2.63,3.31
46.59,2.91,2.38,-1.96,2.06
59.04,11.19,2.8,-2.23,2.41
56.12,11.19,2.98,-2.35,2.62
59.53,4.21,13.88,-13.7,12.63
43.47,0.71,13.62,-13.32,11.6
76.67,5.99,14.42,-14.55,14.36
69.76,4.59,14.07,-13.99,12.88
69.76,4.59,14.09,-14.02,12.9
43.47,0.71,1.99,-1.71,1.66
59.53,4.21,13.86,-13.67,12.61
43.47,0.71,1.99,-1.71,1.66
111.59,14.43,14.85,-15.27,14.05
89.9,11.89,14.48,-14.65,13.01
94.63,12.81,14.57,-14.8,13.22
76.67,5.99,14.46,-14.62,12.99
143.33,51.12,3.51,-2.71,3.44
160.46,108.39,3.47,-1.49,3.12
160.46,108.39,3.47,1.49,2.4
160.46,108.39,3.47,-1.49,3.12
160.46,108.39,3.47,1.49,2.4
160.46,108.39,3.47,1.49,1.16
160.46,108.39,3.47,1.49,2.4
158.69,105.26,3.52,1.47,1.22
158.69,105.26,3.52,1.47,1.22
158.69,105.26,3.52,1.47,1.22
158.69,105.26,3.52,1.47,1.22
160.46,108.39,3.47,1.49,1.16
158.69,105.26,3.51,-1.47,2.98
160.46,108.39,3.47,1.49,2.4
160.46,108.39,3.47,1.49,2.4
160.46,108.39,3.47,1.49,2.4
160.46,108.39,3.47,1.49,2.4
160.39,107.54,3.54,1.45,1.12
158.69,105.26,3.52,1.47,1.22
158.69,105.26,3.53,1.45,1.89
160.46,108.39,3.47,1.49,1.16
158.69,105.26,3.52,1.47,1.22
160.46,108.39,3.47,1.49,2.4
160.46,108.39,3.47,1.49,2.4
160.46,108.39,3.45,-1.48,3.1
160.46,108.39,3.47,-1.49,3.12
255.17,56.37,3.26,-3.07,1.99
160.46,108.39,3.47,-1.49,3.12
158.69,105.26,3.52,1.47,1.22
158.69,105.26,3.52,1.47,1.22
160.39,107.54,3.54,1.45,1.12
158.69,105.26,3.52,1.47,1.22
160.39,107.54,3.54,1.45,1.12
158.69,105.26,3.53,1.45,1.89
159.48,103.97,3.6,1.4,2.15
159.69,106.91,3.56,1.41,1.84
158.1,103.18,3.64,-1.4,2.51
142.56,86.02,3.8,-1.56,3.47
142.56,86.02,3.77,-1.52,3.35
158.1,97.75,3.67,-1.42,2.66
139.11,75.3,8.79,-6.45,8.34
139.11,75.3,8.82,-6.47,8.37
142.56,80.75,3.85,-1.63,3.46
130.53,59.74,8.21,-6.05,8.09
129.64,56.82,8.14,-6.0,8.03
130.53,59.74,8.34,-6.14,8.22
142.56,80.75,8.85,-6.49,8.4
142.56,86.02,3.84,-1.61,3.45
142.56,80.75,8.85,-6.49,8.4
142.56,86.02,3.8,-1.56,3.47
142.56,86.02,3.8,-1.56,3.47
130.19,59.1,7.81,-5.77,7.32
129.64,56.82,8.08,-5.95,7.96
130.53,59.74,8.24,-6.07,8.13
130.53,59.74,8.46,-6.23,8.35
134.38,63.34,6.3,-4.67,4.86
134.38,63.34,6.38,-4.73,3.27
140.49,69.75,4.34,-3.28,4.14
141.91,71.64,4.0,-3.05,3.78
141.22,70.7,4.08,-3.1,3.86
141.22,70.7,4.19,-3.18,3.98
140.49,69.75,4.38,-3.31,4.33
139.72,69.75,4.5,-3.39,4.45
140.49,69.75,4.34,-3.28,4.14
139.72,69.75,4.74,-3.56,4.7
139.72,66.75,4.9,-3.67,4.86
139.72,69.75,4.7,-3.53,4.66
136.89,65.5,5.14,-3.83,5.11
136.89,65.5,5.28,-3.93,5.25
139.72,66.75,5.06,-3.78,5.02
136.89,65.5,5.25,-3.91,5.22
139.72,66.75,5.06,-3.78,5.02
139.72,66.75,5.06,-3.78,5.02
139.72,69.75,4.7,-3.53,4.66
139.72,69.75,4.86,-3.64,4.82
135.75,64.24,5.39,-4.01,5.31
135.75,64.24,5.43,-4.04,5.34
135.75,64.24,5.39,-4.01,5.31
135.75,64.24,5.67,-4.21,5.67
135.75,64.24,5.7,-4.23,5.41
135.75,64.24,5.67,-4.21,5.67
135.75,64.24,5.77,-4.28,5.48
135.75,64.24,5.67,-4.21,5.67
135.75,64.24,5.67,-4.21,5.67
135.75,64.24,5.77,-4.28,5.48
135.75,64.24,5.87,-4.35,5.02
134.38,63.34,6.04,-4.48,4.53
134.38,63.34,6.04,-4.48,4.53
134.38,63.34,6.01,-4.45,5.18
134.38,63.34,6.24,-4.62,4.79
134.38,63.34,6.18,-4.58,4.72
134.38,63.34,6.1,-4.52,4.6
135.75,64.24,5.87,-4.35,5.02
135.75,64.24,5.87,-4.35,5.02
134.38,63.34,6.01,-4.45,5.18
135.75,64.24,5.81,-4.31,5.51
135.75,64.24,5.87,-4.35,5.02
135.75,64.24,5.84,-4.33,5.55
135.75,64.24,5.39,-4.01,5.31
135.75,64.24,5.39,-4.01,5.31
135.75,64.24,5.7,-4.23,5.41
135.75,64.24,5.5,-4.09,5.42
134.38,63.34,6.13,-4.54,4.64
159.69,103.97,3.58,1.4,1.87
142.56,86.02,3.83,-1.6,3.44
142.56,86.02,3.77,-1.52,3.35
142.56,86.02,3.82,-1.58,3.44
158.1,97.75,3.67,-1.42,2.66
130.53,59.74,8.21,-6.05,8.09
142.56,80.75,8.88,-6.51,8.43
130.19,59.1,7.85,-5.79,7.36
129.64,56.82,8.11,-5.98,7.99
130.19,60.64,7.62,-5.63,7.11
130.19,59.1,7.68,-5.68,7.18
130.19,59.1,7.85,-5.79,7.36
130.53,59.74,8.24,-6.07,8.13
130.53,59.74,8.24,-6.07,8.13
130.19,60.64,7.62,-5.63,7.11
130.19,59.1,7.68,-5.68,7.18
130.85,60.64,7.49,-5.54,6.97
132.54,60.64,7.22,-5.35,6.69
132.54,60.64,7.32,-5.42,6.79
132.54,60.64,7.39,-5.47,6.87
136.17,63.77,6.71,-4.98,5.35
134.38,63.34,6.38,-4.73,3.27
136.89,63.77,6.57,-4.87,5.17
134.65,63.77,6.83,-5.06,5.49
134.65,63.77,6.91,-5.12,5.6
134.65,63.77,6.77,-5.02,5.42
134.65,63.11,7.03,-5.21,5.74
134.38,63.34,6.32,-4.69,4.9
134.38,63.34,6.35,-4.71,4.94
134.38,63.34,6.1,-4.52,4.6
134.38,63.34,6.18,-4.58,4.72
134.38,63.34,6.35,-4.71,4.94
134.38,63.34,6.38,-4.73,3.27
134.38,63.34,6.35,-4.71,4.94
130.19,60.64,7.62,-5.63,7.11
132.54,60.64,7.22,-5.35,6.69
132.54,60.64,7.39,-5.47,6.87
130.85,60.64,7.49,-5.54,6.97
130.85,60.64,7.49,-5.54,6.97
136.17,63.77,6.71,-4.98,5.35
134.65,63.77,6.86,-5.08,5.53
134.38,63.34,6.38,-4.73,3.27
136.17,63.77,6.65,-4.93,5.28
134.38,63.34,6.38,-4.73,3.27
136.17,63.77,6.71,-4.98,5.35
132.54,60.64,7.35,-5.44,6.83
134.65,63.11,6.97,-5.17,5.67
134.65,63.77,6.83,-5.06,5.49
132.54,60.64,7.25,-5.37,6.72
56.12,11.19,2.83,-2.26,2.45
56.12,51.12,3.18,-2.48,3.1
108.02,51.12,3.3,-2.57,3.23
143.33,51.12,3.55,-2.74,3.48
143.33,72.57,3.68,-2.83,3.61
143.33,51.12,3.51,-2.71,3.44
135.75,64.24,5.39,-4.01,5.31
135.75,64.24,5.67,-4.21,5.67
135.75,64.24,5.36,-3.98,5.33
135.75,64.24,5.39,-4.01,5.31
139.72,66.75,5.02,-3.75,4.98
136.89,65.5,5.21,-3.88,5.18
139.72,69.75,4.62,-3.48,4.58
139.72,69.75,4.78,-3.59,4.74
139.72,69.75,4.86,-3.64,4.82
140.49,69.75,4.34,-3.28,4.14
140.49,69.75,4.42,-3.34,4.37
143.33,72.57,3.8,-2.91,3.74
141.22,70.7,4.15,-3.15,3.94
141.22,70.7,4.12,-3.13,3.9
140.49,69.75,4.34,-3.28,4.14
140.49,69.75,4.27,-3.23,4.06
140.49,69.75,4.46,-3.36,4.41
140.49,69.75,4.38,-3.31,4.33
108.02,51.12,3.39,-2.63,3.31
143.33,51.12,3.59,-2.77,3.53
56.12,51.12,3.05,-2.4,2.97
56.12,51.12,3.18,-2.48,3.1
56.12,51.12,3.05,-2.4,2.97
108.02,51.12,3.22,-2.51,3.14
56.12,51.12,3.18,-2.48,3.1
51.49,6.29,2.76,-2.21,2.37
